heart_rate,oxygen_level,steps,sleep_hours,activity_level,stress_level
64,96.49,10170,6.8,Active,10
97,96.48,7696,7.6,Sedentary,5
86,94.38,5148,9.0,Highly Active,6
72,95.62,18896,6.1,Sedentary,9
57,96.66,16603,7.7,Highly Active,7
97,97.7,11017,7.0,Sedentary,10
68,99.56,2869,3.1,Sedentary,4
54,97.47,794,4.7,Highly Active,8
72,98.16,2714,6.2,Active,2
98,97.2,9759,5.6,Sedentary,8
87,98.29,6609,6.3,Sedentary,4
67,97.78,8559,2.9,Sedentary,3
72,93.92,779,7.8,Active,8
89,97.6,1208,6.4,Active,3
95,97.77,7641,8.3,Sedentary,10
69,97.21,3491,4.9,Active,8
67,99.43,11125,4.7,Active,6
95,96.48,8406,6.7,Sedentary,3
54,96.79,785,6.5,Highly Active,2
87,100.0,2955,4.0,Highly Active,4
40,96.03,7842,7.9,Active,8
64,94.36,26146,6.6,Active,7
75,99.69,17033,5.7,Sedentary,6
55,94.87,1998,5.2,Highly Active,5
108,97.56,478,7.6,Highly Active,10
64,98.67,5961,5.5,Sedentary,7
64,99.13,1418,6.2,Sedentary,5
83,95.98,7382,5.7,Highly Active,8
88,100.0,1223,4.6,Active,8
79,96.28,11078,5.0,Highly Active,10
80,99.85,8071,5.2,Active,1
53,96.09,6540,8.5,Highly Active,2
73,98.71,18698,6.3,Sedentary,3
65,97.24,938,7.0,Highly Active,4
51,97.25,8220,8.8,Sedentary,7
78,100.0,874,8.7,Active,6
90,98.24,1026,5.7,Sedentary,7
75,93.49,4943,8.2,Sedentary,3
40,94.86,171,4.1,Active,3
61,95.12,67,6.6,Highly Active,8
101,96.72,6456,6.4,Active,6
69,99.6,2618,7.5,Sedentary,3
50,97.64,609,7.3,Highly Active,1
74,99.42,10626,7.5,Sedentary,10
84,100.0,3459,8.9,Highly Active,6
76,99.38,4109,9.4,Highly Active,10
62,96.11,3284,7.8,Active,8
68,99.64,611,6.5,Highly Active,2
86,99.58,4312,6.2,Highly Active,6
76,97.87,7665,6.5,Highly Active,10
105,96.17,16359,5.6,Active,7
52,98.28,578,8.1,Active,9
72,95.64,1269,5.5,Active,4
51,97.21,890,3.8,Sedentary,7
76,97.93,4585,6.4,Sedentary,4
68,98.73,1737,6.6,Highly Active,10
77,98.38,7308,4.8,Active,5
102,97.77,230,5.7,Sedentary,10
73,96.03,13626,4.8,Sedentary,9
90,100.0,7925,4.1,Highly Active,6
72,100.0,24334,8.7,Active,6
81,100.0,21378,4.1,Highly Active,4
76,98.0,8265,6.7,Active,8
73,95.84,1758,8.6,Highly Active,1
96,97.94,2276,4.9,Highly Active,10
84,94.55,3894,8.4,Sedentary,3
88,99.09,8033,7.4,Sedentary,8
91,96.12,6601,7.4,Highly Active,6
57,96.39,427,5.1,Active,6
77,94.37,289,7.5,Active,9
57,100.0,3461,7.1,Sedentary,9
86,96.19,3813,5.3,Active,8
59,99.3,702,4.5,Sedentary,8
67,97.54,18932,7.0,Sedentary,10
83,98.91,3532,8.3,Active,7
68,96.94,1950,9.7,Highly Active,10
71,98.53,10622,6.9,Active,2
56,97.91,55,7.1,Active,4
60,95.52,786,7.4,Sedentary,4
69,97.22,24160,4.9,Sedentary,10
91,94.12,8784,7.3,Active,5
92,98.32,6017,8.4,Highly Active,6
69,99.52,3953,7.1,Active,1
98,99.26,25424,6.5,Active,9
58,96.81,3347,5.2,Active,4
70,97.63,707,8.7,Sedentary,5
81,97.99,2394,6.3,Highly Active,4
67,99.2,22548,6.8,Sedentary,10
78,97.41,3913,5.4,Active,1
93,97.29,2659,6.4,Active,5
80,99.59,2605,7.9,Active,6
72,100.0,64,9.6,Highly Active,2
93,93.64,7019,4.3,Active,5
82,99.7,9018,6.5,Active,9
74,97.45,3047,1.8,Sedentary,5
69,97.69,9508,6.7,Highly Active,8
87,97.23,6429,6.7,Active,1
88,98.17,8517,9.0,Active,6
93,95.14,10271,6.2,Active,7
81,95.92,5241,8.8,Active,8
66,97.05,3550,6.9,Highly Active,1
79,98.06,940,5.7,Sedentary,6
96,97.55,20677,6.8,Sedentary,8
92,95.72,1178,5.5,Highly Active,1
74,98.9,1928,8.2,Sedentary,3
88,97.02,22027,8.1,Sedentary,7
65,97.44,6324,5.3,Highly Active,8
53,100.0,3969,6.3,Sedentary,8
79,98.31,2981,7.1,Highly Active,5
101,97.9,8775,6.8,Sedentary,3
85,98.83,6368,8.8,Highly Active,4
45,94.24,1303,10.3,Active,5
80,97.03,8038,6.6,Sedentary,1
79,94.59,14772,7.1,Highly Active,2
60,98.77,32568,5.1,Highly Active,10
77,93.79,8088,6.2,Active,8
61,94.92,2393,6.8,Highly Active,9
87,97.88,5833,7.5,Highly Active,1
77,98.03,5065,6.2,Active,3
52,100.0,573,5.9,Active,4
61,95.15,1514,8.0,Sedentary,2
67,96.79,5198,7.1,Highly Active,3
79,99.97,1404,5.8,Sedentary,4
81,97.25,1256,6.4,Highly Active,7
65,94.16,9986,5.9,Sedentary,8
46,99.58,8211,7.8,Highly Active,7
63,96.94,4647,4.5,Sedentary,5
96,100.0,362,5.4,Active,4
65,98.79,4480,8.3,Sedentary,5
77,99.61,12606,6.8,Active,5
75,99.37,75,8.3,Sedentary,5
77,95.97,758,7.7,Sedentary,1
54,93.81,11601,7.9,Active,7
87,100.0,5213,7.1,Active,4
73,99.34,7598,5.5,Highly Active,5
109,95.87,9567,6.6,Highly Active,1
69,92.79,2499,4.6,Highly Active,9
89,100.0,2476,6.3,Sedentary,10
69,98.42,2145,5.7,Active,7
103,100.0,1281,3.7,Highly Active,1
85,98.88,2544,7.1,Sedentary,2
55,96.7,21378,7.0,Active,8
96,96.75,629,8.4,Active,8
86,97.82,1927,4.7,Highly Active,2
50,95.88,1169,3.0,Sedentary,10
92,97.74,564,6.3,Sedentary,1
100,99.62,1236,9.5,Sedentary,6
88,99.24,6357,5.4,Highly Active,9
83,98.63,1697,6.4,Highly Active,6
90,100.0,4905,7.8,Active,1
71,98.95,44,6.1,Highly Active,4
47,96.11,6449,7.1,Highly Active,6
86,95.09,9,7.1,Sedentary,2
80,100.0,7206,7.3,Highly Active,10
53,96.08,4622,8.1,Active,7
76,97.88,648,6.6,Active,5
72,96.76,48,7.0,Sedentary,3
71,100.0,5615,4.7,Active,8
63,94.88,13592,8.5,Highly Active,9
85,98.6,5895,7.5,Sedentary,3
85,97.66,15273,4.4,Active,10
40,99.05,13862,5.9,Sedentary,6
73,100.0,8386,6.6,Active,7
78,96.5,3158,5.2,Active,1
86,95.43,12289,9.7,Highly Active,7
83,100.0,3479,7.1,Sedentary,1
48,95.69,3614,7.9,Active,10
76,100.0,7934,7.9,Sedentary,4
71,100.0,18410,6.7,Active,3
91,97.31,4852,4.7,Active,8
74,95.89,1076,9.5,Highly Active,8
88,99.1,2519,5.9,Active,4
86,99.93,4283,5.7,Highly Active,10
72,95.92,2473,7.8,Highly Active,6
92,100.0,8712,7.9,Active,8
64,99.89,5476,8.2,Highly Active,10
85,100.0,3655,6.3,Active,8
88,98.46,1680,6.3,Active,8
94,98.48,7848,6.6,Active,6
50,97.74,10733,5.7,Highly Active,8
80,100.0,32855,3.2,Active,8
67,95.49,1842,9.3,Sedentary,7
90,100.0,107,6.9,Highly Active,6
79,98.44,4858,3.8,Sedentary,8
93,100.0,2695,7.9,Active,6
73,96.38,3474,4.7,Sedentary,4
58,95.37,20659,5.7,Sedentary,3
68,98.07,4327,5.2,Sedentary,7
73,100.0,9045,6.5,Sedentary,9
40,97.29,5587,7.7,Sedentary,7
73,98.2,2673,5.1,Sedentary,4
89,97.4,14663,6.2,Highly Active,10
77,99.16,5573,8.1,Sedentary,4
51,95.35,2589,7.3,Sedentary,9
76,95.57,273,7.1,Sedentary,6
73,98.74,93,5.2,Active,9
64,96.87,3052,6.7,Sedentary,2
69,100.0,1701,4.8,Highly Active,2
75,97.18,379,5.3,Sedentary,7
40,99.05,5634,4.3,Sedentary,9
80,99.15,31436,9.1,Highly Active,7
84,97.11,3841,9.2,Sedentary,2
82,97.91,5622,5.0,Highly Active,6
70,98.16,1737,5.3,Active,3
104,96.0,1605,6.0,Highly Active,2
82,100.0,2786,8.3,Highly Active,2
68,97.09,12615,7.4,Sedentary,6
56,96.2,22634,8.6,Active,6
54,98.28,9422,9.0,Highly Active,7
80,100.0,145,7.2,Sedentary,10
85,97.82,4039,6.9,Active,7
76,97.69,3822,8.5,Highly Active,10
74,98.34,19155,8.1,Active,10
82,96.34,8772,7.2,Sedentary,4
63,98.26,5823,8.1,Highly Active,5
74,97.49,7266,6.0,Active,2
76,95.24,8395,5.6,Sedentary,1
83,97.52,5629,6.0,Active,9
62,97.41,13043,9.9,Highly Active,5
59,97.61,263,4.9,Active,3
78,99.23,10398,9.5,Highly Active,10
74,100.0,5270,7.1,Highly Active,10
40,97.87,13779,6.0,Highly Active,1
79,97.41,12321,7.3,Active,4
113,98.54,3806,5.8,Highly Active,2
88,98.52,12820,5.1,Sedentary,7
45,96.71,1461,8.5,Sedentary,9
68,99.29,4434,8.4,Sedentary,8
72,96.67,1850,6.0,Sedentary,7
56,97.56,15750,6.8,Sedentary,10
61,98.39,3200,6.4,Active,5
89,97.53,8073,5.3,Highly Active,1
73,97.85,5499,4.3,Sedentary,1
89,100.0,2994,4.7,Highly Active,1
65,99.79,9503,4.9,Highly Active,4
69,94.82,10808,6.8,Sedentary,1
51,96.36,13743,5.3,Sedentary,1
71,99.09,3073,4.6,Sedentary,9
76,95.3,4261,6.4,Highly Active,2
101,100.0,5945,8.8,Active,6
71,98.73,12836,6.6,Sedentary,1
89,100.0,5324,5.3,Active,9
74,98.0,409,7.2,Active,9
82,96.94,15742,5.3,Active,8
66,94.45,4942,5.4,Sedentary,8
72,97.06,9669,6.4,Active,7
76,98.95,2847,8.9,Highly Active,8
71,97.6,3394,7.8,Sedentary,8
72,98.75,1482,5.4,Active,6
83,97.48,310,5.3,Active,10
82,98.87,3424,7.5,Active,4
50,97.63,2853,6.8,Highly Active,4
81,97.16,11739,7.5,Highly Active,8
62,99.2,4874,5.7,Sedentary,6
104,97.82,1297,7.0,Highly Active,2
74,96.29,4979,6.9,Sedentary,7
72,97.71,1884,8.4,Active,3
97,97.2,121,8.9,Active,3
93,96.09,5505,7.9,Highly Active,9
71,100.0,3128,8.4,Sedentary,1
57,96.64,1911,6.5,Sedentary,3
48,98.52,1323,5.5,Active,6
59,97.5,4232,6.5,Highly Active,3
79,100.0,14261,6.3,Highly Active,4
72,100.0,9935,6.2,Sedentary,5
60,98.99,32,6.5,Active,3
69,99.57,9195,6.2,Active,7
100,94.74,529,5.8,Active,8
91,100.0,5559,6.3,Active,3
101,99.38,10600,7.7,Sedentary,10
85,97.69,19633,8.1,Active,1
97,100.0,208,6.6,Highly Active,10
75,97.45,784,2.9,Highly Active,6
63,96.59,14299,3.2,Highly Active,6
61,96.6,15215,6.7,Active,6
74,94.17,3265,7.5,Highly Active,9
76,99.48,5439,9.2,Sedentary,8
79,99.54,1257,5.9,Sedentary,2
94,100.0,4432,4.7,Sedentary,3
54,97.63,5812,7.4,Sedentary,9
70,94.85,6678,5.8,Sedentary,6
92,99.84,15853,8.0,Sedentary,9
59,95.87,1596,5.9,Highly Active,2
58,94.27,15937,6.5,Active,10
99,97.5,8506,7.8,Active,2
86,95.93,12439,6.1,Active,9
52,98.15,8407,5.4,Highly Active,2
78,99.86,3915,4.6,Sedentary,5
96,95.96,2820,4.9,Active,3
83,98.88,9272,5.5,Sedentary,5
75,100.0,2478,7.9,Highly Active,10
92,98.32,447,5.4,Highly Active,1
80,98.94,1986,6.2,Highly Active,4
50,96.5,9852,5.0,Active,5
76,100.0,11033,6.6,Active,2
82,98.96,2267,6.9,Highly Active,1
78,95.98,2782,7.0,Sedentary,10
68,100.0,5579,9.1,Active,2
77,100.0,6523,6.9,Active,1
55,98.1,902,9.8,Sedentary,10
79,100.0,1178,7.8,Sedentary,9
63,98.74,1287,8.1,Active,2
86,94.04,25640,7.6,Highly Active,1
82,97.43,7518,8.2,Sedentary,9
72,100.0,1383,6.2,Sedentary,4
81,97.58,3860,9.9,Active,5
88,99.64,8076,6.1,Active,5
88,95.42,14136,9.1,Sedentary,1
59,95.03,3585,6.2,Highly Active,4
64,99.3,3921,7.5,Sedentary,7
97,98.85,3558,5.8,Highly Active,8
88,96.11,4175,7.2,Active,2
84,97.36,256,6.0,Active,6
86,98.45,6286,8.3,Highly Active,6
92,96.64,21261,6.9,Highly Active,4
77,99.87,10770,3.9,Highly Active,5
69,97.99,13834,5.3,Active,4
83,97.6,1822,5.0,Highly Active,10
74,97.21,6541,8.6,Active,8
98,98.94,15643,4.6,Active,9
98,97.78,498,6.1,Sedentary,1
58,93.62,28550,5.2,Active,10
55,100.0,614,5.2,Sedentary,9
77,96.25,3212,5.0,Sedentary,7
88,96.86,393,6.8,Active,6
70,100.0,409,5.8,Sedentary,8
65,93.22,14084,6.8,Highly Active,5
76,97.78,460,7.0,Active,2
78,96.77,16617,6.7,Sedentary,2
71,98.72,19139,6.6,Highly Active,5
65,100.0,13968,5.3,Active,4
76,97.75,21733,4.3,Sedentary,4
52,97.93,39805,5.3,Active,3
77,96.87,145,8.0,Active,6
43,98.92,1275,4.6,Sedentary,7
85,96.52,9538,6.7,Highly Active,10
90,97.47,637,8.4,Active,7
67,95.67,2424,5.9,Highly Active,10
66,97.23,7114,6.8,Highly Active,7
58,98.51,1025,7.6,Active,7
77,94.38,5160,7.1,Sedentary,1
59,97.58,2916,9.2,Active,7
83,99.53,6172,5.9,Active,9
64,98.92,5413,9.1,Sedentary,3
70,99.64,31899,7.5,Highly Active,9
82,99.4,13941,6.9,Sedentary,7
84,99.5,26,7.0,Sedentary,3
78,96.45,17104,5.4,Sedentary,5
58,99.67,5427,6.7,Highly Active,6
74,93.87,9974,6.1,Sedentary,7
68,97.37,10785,5.5,Highly Active,10
74,94.26,14260,4.4,Sedentary,7
70,100.0,2161,5.2,Highly Active,8
68,96.67,3216,5.2,Sedentary,5
58,95.09,6251,9.0,Highly Active,7
57,92.58,14188,4.5,Active,6
95,99.68,16686,7.0,Highly Active,9
76,97.81,5351,8.7,Highly Active,9
102,96.22,7512,10.7,Highly Active,8
93,99.14,1841,6.7,Highly Active,10
96,97.97,2125,5.9,Active,7
73,97.13,6089,9.8,Sedentary,9
70,99.04,19098,7.8,Highly Active,4
68,94.35,5015,8.3,Highly Active,4
69,97.23,686,7.5,Highly Active,1
80,95.01,15831,8.1,Highly Active,5
109,98.54,6156,9.4,Highly Active,4
50,99.72,517,5.8,Sedentary,3
104,98.08,74,7.6,Highly Active,2
72,94.96,897,3.4,Sedentary,8
67,98.66,6930,6.9,Active,9
65,96.79,5042,5.5,Sedentary,1
73,96.13,2043,6.7,Highly Active,3
74,100.0,361,7.1,Highly Active,10
86,100.0,74,9.4,Active,2
84,97.87,18205,7.3,Highly Active,7
78,97.85,1093,7.4,Highly Active,3
74,98.41,4841,5.4,Highly Active,8
81,100.0,1577,6.1,Highly Active,8
68,98.37,1847,6.6,Active,8
91,100.0,1387,6.8,Sedentary,4
87,99.29,1212,5.3,Highly Active,3
71,97.82,4248,3.1,Sedentary,6
76,100.0,8575,7.9,Highly Active,4
64,96.78,2774,5.9,Sedentary,2
85,97.39,6844,6.4,Active,3
78,98.5,17,4.1,Sedentary,2
49,96.5,15342,6.7,Active,5
79,99.98,14268,7.1,Sedentary,7
100,97.24,5498,5.6,Active,8
72,97.06,1952,7.9,Sedentary,6
69,100.0,11649,9.7,Sedentary,7
76,95.75,120,5.1,Active,6
98,95.62,4439,6.9,Highly Active,5
90,98.18,754,4.7,Sedentary,10
66,95.06,993,7.4,Highly Active,10
73,96.75,9,7.2,Sedentary,1
74,97.7,8147,3.6,Sedentary,1
81,99.96,2037,6.9,Highly Active,3
81,95.35,2545,6.2,Sedentary,4
56,96.57,56,6.1,Active,5
73,96.18,11016,9.6,Highly Active,10
69,98.35,7581,7.4,Highly Active,9
61,98.94,3372,5.3,Highly Active,9
86,97.75,507,6.0,Sedentary,8
75,98.79,10467,3.6,Sedentary,1
59,95.8,18260,4.9,Active,3
81,99.21,1047,7.9,Active,2
86,99.28,7400,7.2,Active,1
90,93.79,519,7.1,Highly Active,2
68,99.42,1267,8.6,Highly Active,1
83,98.93,4454,7.0,Sedentary,2
46,100.0,2005,6.1,Active,7
89,95.7,18636,6.4,Active,4
73,98.65,11584,6.1,Sedentary,6
82,97.26,2268,6.1,Highly Active,5
73,94.53,23230,9.0,Active,8
102,98.18,3327,4.9,Active,10
93,94.3,5881,5.7,Sedentary,6
40,97.46,5811,3.8,Sedentary,5
83,97.68,7340,8.0,Active,4
70,96.7,1955,7.0,Highly Active,2
83,98.47,17862,9.1,Highly Active,9
73,100.0,10160,4.8,Sedentary,10
59,96.86,14931,7.2,Active,5
79,96.3,8706,7.0,Active,6
81,100.0,625,5.9,Highly Active,1
79,98.78,10536,8.7,Highly Active,4
59,95.87,9864,8.4,Active,8
84,98.49,3701,6.6,Highly Active,5
51,99.22,3349,6.3,Sedentary,9
76,99.72,665,6.4,Active,9
86,100.0,7109,3.3,Active,9
63,95.47,17096,7.3,Active,3
75,96.47,6081,7.8,Highly Active,9
64,96.38,32747,7.6,Highly Active,5
40,98.32,5464,5.4,Sedentary,3
73,95.87,2971,6.2,Active,10
73,97.64,8537,5.8,Sedentary,5
94,100.0,5159,8.1,Highly Active,9
80,99.6,25051,8.9,Sedentary,6
67,95.35,15976,7.7,Sedentary,1
88,97.52,7,7.3,Sedentary,2
76,96.76,2847,5.0,Active,4
69,99.12,6907,4.4,Sedentary,4
66,95.89,2580,5.1,Sedentary,10
93,98.47,7479,5.8,Sedentary,4
95,98.78,8786,5.5,Active,1
65,97.81,6834,6.6,Sedentary,8
40,98.11,4291,6.2,Highly Active,4
71,100.0,8352,6.6,Sedentary,5
78,97.68,10611,10.2,Sedentary,4
76,99.68,8337,7.8,Active,4
51,95.75,11699,6.9,Sedentary,3
97,96.77,20596,8.1,Highly Active,2
47,96.32,757,5.3,Active,6
42,97.83,19976,6.7,Active,4
75,94.82,6774,4.8,Highly Active,1
96,99.0,615,5.8,Highly Active,2
72,98.64,4841,5.9,Sedentary,1
59,100.0,15733,5.8,Active,10
96,99.12,3718,9.7,Sedentary,8
87,98.35,13185,9.7,Active,6
62,98.85,11065,8.2,Active,5
79,99.8,16583,6.6,Sedentary,6
91,99.7,2137,5.6,Highly Active,9
61,97.12,4804,4.9,Sedentary,9
57,98.02,135,7.7,Highly Active,5
77,97.58,1936,6.7,Sedentary,9
81,100.0,25557,7.5,Highly Active,3
62,98.85,1332,6.1,Active,1
67,98.93,8381,6.0,Highly Active,5
83,96.56,6479,7.0,Active,8
87,97.35,4879,5.9,Sedentary,10
40,98.13,7845,4.8,Active,3
87,99.29,1279,6.7,Active,1
75,99.02,4036,7.0,Active,5
71,96.76,9711,5.9,Sedentary,9
73,99.05,6063,6.5,Sedentary,4
83,100.0,16572,2.7,Sedentary,4
75,96.91,992,6.9,Active,9
81,100.0,350,8.6,Active,10
107,96.59,4543,6.2,Highly Active,6
54,100.0,4028,7.6,Sedentary,3
81,97.66,2075,8.3,Active,2
67,99.21,6250,6.5,Highly Active,9
82,96.82,2015,7.0,Highly Active,10
87,98.91,1706,6.7,Sedentary,3
63,98.7,6814,4.1,Active,6
104,100.0,20296,7.1,Sedentary,4
94,97.31,1586,5.1,Sedentary,5
86,100.0,1413,5.2,Sedentary,9
69,98.89,5128,7.3,Active,6
66,93.79,890,8.4,Sedentary,1
81,98.61,2438,7.7,Active,10
69,93.16,32789,7.4,Sedentary,6
67,95.31,12874,7.0,Highly Active,2
103,97.39,8572,7.8,Active,1
83,94.45,185,9.0,Active,5
87,96.42,2156,5.6,Sedentary,4
103,97.77,5902,5.7,Sedentary,3
76,97.79,8672,7.6,Active,9
65,96.1,7726,3.9,Highly Active,5
58,98.24,1436,6.4,Active,10
95,100.0,4395,6.9,Active,1
69,97.8,1549,5.7,Sedentary,10
40,96.92,18000,3.6,Active,7
40,98.76,5706,8.6,Active,2
52,95.92,3463,5.6,Highly Active,9
69,100.0,17509,5.7,Active,1
71,100.0,16401,8.5,Sedentary,1
82,100.0,4910,2.1,Sedentary,7
57,99.0,8126,8.8,Highly Active,3
88,100.0,2574,5.2,Highly Active,3
72,94.83,5583,5.8,Highly Active,6
68,100.0,13125,7.2,Active,9
62,98.29,6365,6.9,Sedentary,8
92,97.01,4301,8.0,Highly Active,9
54,97.19,7637,7.2,Active,4
98,97.64,11710,7.7,Highly Active,1
74,100.0,10837,11.7,Active,1
59,94.3,3241,4.1,Active,5
87,98.82,19205,8.5,Sedentary,1
82,99.61,111,8.7,Sedentary,3
81,95.83,4195,4.9,Highly Active,7
85,100.0,16666,5.3,Active,1
77,100.0,8335,7.3,Sedentary,4
81,96.61,8522,4.6,Active,1
95,98.46,1191,5.6,Highly Active,8
78,96.08,6107,6.9,Sedentary,4
87,97.23,23868,5.5,Sedentary,4
42,94.89,1664,6.2,Highly Active,3
79,98.11,2774,5.2,Active,8
112,95.48,3444,5.1,Highly Active,1
48,96.02,3123,7.2,Highly Active,6
105,98.87,6904,6.3,Highly Active,7
85,98.63,1871,6.7,Active,10
49,96.19,4932,7.6,Highly Active,7
75,95.05,3579,6.8,Sedentary,7
88,99.39,1939,5.2,Highly Active,4
85,100.0,9439,9.5,Sedentary,8
95,98.71,8265,7.8,Sedentary,5
92,96.88,21891,3.5,Active,6
68,99.2,13468,5.4,Active,7
85,96.12,19488,4.2,Sedentary,2
109,98.89,124,4.6,Active,3
58,94.64,6940,2.9,Sedentary,5
58,98.46,11588,4.8,Highly Active,1
93,96.26,11966,4.7,Active,2
45,97.84,343,5.5,Sedentary,10
66,97.78,6337,5.5,Sedentary,5
109,100.0,13321,6.1,Active,10
67,97.48,6197,4.4,Sedentary,5
74,98.58,3880,8.0,Active,10
93,99.01,559,6.9,Active,5
72,97.46,9172,7.1,Sedentary,5
44,100.0,543,5.8,Highly Active,3
58,98.24,6378,8.1,Sedentary,6
97,98.07,3802,6.8,Active,7
44,100.0,10293,8.0,Highly Active,10
64,98.84,73,6.8,Highly Active,2
69,96.68,17251,5.5,Active,6
61,97.68,1465,5.4,Active,1
76,100.0,2326,7.7,Active,8
66,99.54,14323,8.6,Sedentary,3
68,98.66,8122,8.4,Active,6
58,98.24,3255,6.5,Highly Active,1
86,97.72,644,6.0,Highly Active,6
54,98.52,3417,8.4,Active,8
90,98.02,774,9.0,Active,7
104,98.62,13102,5.9,Highly Active,10
82,95.74,2754,6.4,Active,1
78,96.32,7441,5.7,Active,6
49,100.0,6989,6.6,Active,7
77,99.01,391,5.9,Highly Active,4
80,98.64,5841,6.3,Sedentary,7
76,98.6,20812,2.8,Active,9
75,97.3,18204,10.2,Active,7
69,98.51,843,8.9,Sedentary,9
85,95.85,14569,4.8,Sedentary,2
52,96.18,1864,5.6,Highly Active,1
52,96.4,16846,6.2,Highly Active,8
62,100.0,9946,7.5,Sedentary,3
93,97.98,22757,7.2,Active,1
81,98.71,4080,4.9,Sedentary,3
62,97.68,9303,5.9,Sedentary,3
73,97.0,4799,9.2,Active,9
81,95.51,25689,5.6,Sedentary,2
95,96.4,1955,8.1,Highly Active,8
105,94.78,29989,7.1,Active,5
73,98.41,11704,5.2,Active,4
108,99.94,6702,7.4,Highly Active,4
76,97.29,550,6.8,Active,1
79,99.0,2102,7.9,Active,4
98,97.71,23020,7.7,Highly Active,2
55,100.0,3538,3.8,Active,6
76,97.2,15740,4.8,Sedentary,5
93,100.0,13855,6.6,Sedentary,7
58,95.26,23697,6.8,Sedentary,7
46,98.25,2227,6.4,Sedentary,10
52,96.86,4776,7.7,Highly Active,10
73,98.95,591,6.3,Sedentary,3
105,95.53,6257,8.0,Active,10
52,96.04,9226,7.0,Highly Active,8
57,96.63,1903,4.8,Highly Active,9
67,96.43,1301,6.7,Active,7
60,97.42,7142,6.4,Highly Active,7
57,94.52,3496,5.5,Highly Active,7
104,93.92,5015,5.2,Highly Active,7
83,99.87,1523,8.1,Highly Active,7
92,95.93,6035,6.0,Sedentary,9
65,96.97,501,8.3,Sedentary,1
62,97.94,843,5.0,Active,10
82,97.21,8702,5.4,Sedentary,1
76,95.94,9203,5.7,Highly Active,8
74,96.65,2168,6.1,Sedentary,8
100,97.75,1429,6.9,Highly Active,3
62,97.29,389,7.4,Active,3
60,96.87,3800,8.4,Highly Active,5
87,97.11,4980,3.2,Active,10
59,97.94,17,4.9,Sedentary,3
76,94.89,3644,6.7,Highly Active,6
48,98.14,3804,7.9,Active,7
79,99.96,15235,7.5,Highly Active,10
67,98.4,1527,8.2,Highly Active,2
57,94.68,3364,7.1,Sedentary,5
92,97.13,6633,7.6,Active,3
78,100.0,13671,4.6,Highly Active,10
89,99.0,2194,5.4,Sedentary,4
92,99.0,2761,2.9,Sedentary,6
46,97.56,881,5.1,Highly Active,9
75,99.64,26472,4.9,Sedentary,7
92,97.51,5445,5.1,Highly Active,6
45,99.84,2224,7.5,Sedentary,3
76,97.67,3143,5.4,Sedentary,2
83,98.57,14067,7.8,Highly Active,3
69,100.0,7840,4.1,Sedentary,7
89,98.38,5640,5.5,Active,7
90,95.66,9032,5.9,Sedentary,3
65,96.04,9869,8.3,Active,7
69,100.0,1512,6.6,Highly Active,1
57,93.62,1209,6.9,Active,3
79,96.5,23815,4.9,Sedentary,4
78,100.0,1438,7.8,Highly Active,2
75,97.3,4375,6.4,Active,6
76,98.65,28432,3.9,Active,10
62,96.45,3780,7.6,Sedentary,2
53,98.89,5063,6.9,Highly Active,6
72,97.29,2913,6.0,Active,2
59,98.18,3948,4.9,Sedentary,2
64,95.72,2826,8.2,Sedentary,9
88,96.94,2372,7.6,Sedentary,5
87,98.01,4468,4.9,Sedentary,9
84,100.0,9590,6.6,Active,6
74,95.13,14137,5.4,Active,9
94,99.94,2710,8.8,Active,10
70,97.37,16981,6.0,Highly Active,2
79,99.34,2866,5.2,Active,10
71,100.0,9666,6.1,Active,1
40,100.0,357,3.3,Sedentary,10
65,93.73,1369,6.3,Highly Active,8
52,96.98,5954,8.3,Highly Active,3
66,98.27,6310,7.2,Highly Active,2
106,98.56,9281,6.9,Sedentary,1
59,98.57,4774,5.1,Highly Active,9
76,98.28,5760,7.8,Highly Active,3
78,98.78,518,6.7,Sedentary,1
60,99.18,18392,6.6,Highly Active,2
91,99.04,7853,6.9,Highly Active,3
99,93.01,1175,5.9,Sedentary,5
92,95.65,1958,9.3,Sedentary,3
64,99.14,2146,7.7,Highly Active,8
44,98.99,2665,6.7,Active,8
73,96.35,4533,5.9,Active,6
101,99.35,636,7.8,Active,6
77,98.16,14550,8.2,Active,3
71,98.75,3829,7.0,Sedentary,1
72,99.38,2385,5.6,Highly Active,1
98,94.25,4129,4.0,Highly Active,4
83,98.94,17597,5.4,Highly Active,8
82,97.5,475,7.3,Active,3
78,98.11,5263,8.7,Active,2
63,96.87,7146,5.3,Sedentary,6
103,97.03,123,8.5,Active,9
82,95.62,452,8.7,Highly Active,1
78,98.43,2401,9.2,Sedentary,5
43,96.59,1609,7.8,Sedentary,1
59,94.28,4670,7.2,Active,2
76,99.78,7456,7.8,Active,10
81,98.42,2540,4.5,Sedentary,1
61,98.47,362,5.4,Sedentary,5
75,97.07,27,9.9,Highly Active,1
49,100.0,13030,4.8,Highly Active,8
87,100.0,14734,7.9,Sedentary,9
81,98.43,745,6.3,Sedentary,7
82,100.0,72,6.0,Sedentary,2
73,98.17,11275,9.0,Active,10
64,97.94,7166,6.6,Highly Active,8
98,98.27,5686,7.9,Active,4
99,97.26,5333,10.1,Sedentary,8
73,100.0,10403,6.2,Sedentary,1
66,100.0,2430,7.2,Sedentary,8
49,96.26,3450,7.6,Active,2
78,98.66,567,6.0,Active,9
